Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2012-07-23,17.8,18.1,17.6,17.9,17.8928379428,16741.0,60.0,299544.0,12569.0,75.08,0.5,0.1
2012-07-20,17.7,18.15,17.65,17.8,17.8658876367,24047.0,79.0,429621.0,18020.0,74.94,0.5,0.1
2012-07-19,18.3,18.3,17.9,17.95,18.057452057,12567.0,70.0,226928.0,11208.0,89.19,0.4,-0.35
2012-07-18,17.9,18.3,17.6,17.9,17.9284246269,44764.0,123.0,802548.0,36811.0,82.23,0.7,0.0
2012-07-17,18.45,18.45,17.85,17.9,18.1280131605,29786.0,97.0,539961.0,26471.0,88.87,0.6,-0.55
2012-07-16,18.3,18.55,18.1,18.1,18.262635557,15215.0,66.0,277866.0,13035.0,85.67,0.45,-0.2
2012-07-13,18.5,18.95,18.3,18.35,18.509044051,20953.0,74.0,387820.0,19538.0,93.25,0.65,-0.15
2012-07-12,19.0,19.2,18.45,18.55,18.6036934359,22364.0,76.0,416053.0,15804.0,70.67,0.75,-0.45
2012-07-11,18.7,19.3,18.6,18.85,18.9527954469,20909.0,98.0,396284.0,11582.0,55.39,0.7,0.15
2012-07-10,18.9,19.0,18.55,18.85,18.7288472036,20151.0,81.0,377405.0,13702.0,68.0,0.45,-0.05
2012-07-09,19.5,19.5,18.8,19.0,19.059910319,35236.0,97.0,671595.0,24396.0,69.24,0.7,-0.5
2012-07-06,19.9,19.9,18.8,19.35,19.2871872218,40444.0,147.0,780051.0,27080.0,66.96,1.1,-0.55
2012-07-05,18.7,19.7,18.4,19.25,19.1241792915,86206.0,231.0,1648619.0,41495.0,48.13,1.3,0.55
2012-07-04,18.35,18.55,18.25,18.45,18.3768128472,46267.0,84.0,850240.0,42090.0,90.97,0.3,0.1
2012-07-03,18.4,18.5,18.15,18.35,18.323142208,29928.0,83.0,548375.0,24146.0,80.68,0.35,-0.05
2012-07-02,18.9,18.9,18.1,18.3,18.3037032662,16931.0,62.0,309900.0,15645.0,92.4,0.8,-0.6
2012-06-29,18.4,18.7,18.15,18.55,18.4790165446,34694.0,101.0,641111.0,30453.0,87.78,0.55,0.15
2012-06-28,18.35,18.6,18.3,18.35,18.366370873,15326.0,43.0,281483.0,12582.0,82.1,0.3,0.0
2012-06-27,18.35,18.7,18.35,18.65,18.6206619322,14926.0,43.0,277932.0,10608.0,71.07,0.35,0.3
2012-06-26,18.4,19.1,18.4,18.6,18.747275601,24042.0,63.0,450722.0,17397.0,72.36,0.7,0.2
2012-06-25,18.7,19.15,18.6,18.95,18.9703196347,12264.0,42.0,232652.0,9966.0,81.26,0.55,0.25
2012-06-22,18.35,19.3,18.35,18.7,18.8480831243,8373.0,42.0,157815.0,6722.0,80.28,0.95,0.35
2012-06-21,19.4,19.4,18.75,19.0,18.9941570298,8215.0,31.0,156037.0,6170.0,75.11,0.65,-0.4
2012-06-20,18.9,19.35,18.25,19.05,19.0059203445,18580.0,279.0,353130.0,12879.0,69.32,1.1,0.15
2012-06-19,18.5,19.0,18.5,18.85,18.7062622015,13318.0,44.0,249130.0,8816.0,66.2,0.5,0.35
2012-06-18,18.95,19.0,18.7,18.85,18.8695033442,14054.0,37.0,265192.0,12536.0,89.2,0.3,-0.1
2012-06-15,18.7,19.2,18.55,18.65,18.7600126143,31710.0,67.0,594880.0,26692.0,84.18,0.65,-0.05
2012-06-14,18.8,19.15,18.6,18.85,18.9366883117,26488.0,57.0,501595.0,22520.0,85.02,0.55,0.05
2012-06-13,18.8,18.9,18.7,18.8,18.8050378299,10838.0,58.0,203809.0,9120.0,84.15,0.2,0.0
2012-06-12,19.8,19.8,18.7,18.8,18.9704965567,27590.0,64.0,523396.0,23458.0,85.02,1.1,-1.0
2012-06-11,18.1,19.7,18.1,19.2,19.0536420102,54901.0,310.0,1046064.0,45013.0,81.99,1.6,1.1
2012-06-08,18.6,18.6,18.25,18.55,18.4755202574,9947.0,48.0,183776.0,8052.0,80.95,0.35,-0.05
2012-06-07,18.2,18.85,17.85,18.7,18.4029354327,32772.0,133.0,603101.0,23938.0,73.04,1.0,0.5
2012-06-06,18.45,18.45,17.9,18.15,18.0680687472,17688.0,59.0,319588.0,13823.0,78.15,0.55,-0.3
2012-06-05,18.0,18.2,17.8,17.9,18.0374491353,15728.0,59.0,283693.0,11998.0,76.28,0.4,-0.1
2012-06-04,17.9,18.5,17.55,17.65,17.9492996568,75463.0,233.0,1354508.0,32664.0,43.28,0.95,-0.25
2012-06-01,17.65,17.8,17.2,17.25,17.4506258693,15099.0,68.0,263487.0,14138.0,93.64,0.6,-0.4
2012-05-31,17.55,17.85,17.55,17.65,17.6703662597,6307.0,33.0,111447.0,4934.0,78.23,0.3,0.1
2012-05-30,17.55,18.35,17.55,17.75,17.7150649767,12466.0,43.0,220836.0,10446.0,83.8,0.8,0.2
2012-05-29,17.9,18.75,17.85,17.95,18.2969056439,18356.0,75.0,335858.0,10033.0,54.66,0.9,0.05
2012-05-28,17.8,18.1,17.55,17.9,17.8927780706,9485.0,37.0,169713.0,8018.0,84.53,0.55,0.1
2012-05-25,17.7,18.0,17.7,17.8,17.8412024757,5655.0,34.0,100892.0,2790.0,49.34,0.3,0.1
2012-05-24,17.45,18.2,17.45,17.9,17.9156444444,11250.0,43.0,201551.0,8243.0,73.27,0.75,0.45
2012-05-23,18.0,18.35,17.8,17.85,18.0486901415,22407.0,62.0,404417.0,14900.0,66.5,0.55,-0.15
2012-05-22,17.85,18.6,17.8,18.0,18.3574168487,20595.0,83.0,378071.0,12650.0,61.42,0.8,0.15
2012-05-21,18.4,18.4,17.75,17.95,18.0671325593,18173.0,69.0,328334.0,16273.0,89.54,0.65,-0.45
2012-05-18,17.55,18.2,17.55,17.85,17.8284460542,14357.0,57.0,255963.0,12304.0,85.7,0.65,0.3
2012-05-17,17.6,18.15,17.6,17.9,17.9096334784,14242.0,55.0,255069.0,11416.0,80.16,0.55,0.3
2012-05-16,18.45,18.45,17.65,17.95,17.9166202828,17966.0,50.0,321890.0,16566.0,92.21,0.8,-0.5
2012-05-15,18.25,18.6,17.1,18.15,18.3417159763,19604.0,75.0,359571.0,12621.0,64.38,1.5,-0.1
2012-05-14,18.3,18.4,18.05,18.2,18.1324132786,10724.0,36.0,194452.0,9124.0,85.08,0.35,-0.1
2012-05-11,18.45,18.85,18.25,18.3,18.5533895839,27496.0,91.0,510144.0,22519.0,81.9,0.6,-0.15
2012-05-10,18.95,19.0,18.5,18.7,18.7766175892,45778.0,138.0,859556.0,37726.0,82.41,0.5,-0.25
2012-05-09,19.35,19.35,18.25,18.45,18.7791257213,54239.0,181.0,1018561.0,39993.0,73.73,1.1,-0.9
2012-05-08,18.55,18.9,18.2,18.25,18.4413397274,26483.0,100.0,488382.0,18795.0,70.97,0.7,-0.3
2012-05-07,17.8,18.7,17.8,18.55,18.1048143054,14540.0,82.0,263244.0,13689.0,94.15,0.9,0.75
2012-05-04,18.9,18.9,17.6,17.8,18.0138430584,62125.0,165.0,1119110.0,57386.0,92.37,1.3,-1.1
2012-05-03,18.95,18.95,18.55,18.65,18.7283516484,13650.0,65.0,255642.0,11825.0,86.63,0.4,-0.3
2012-05-02,18.6,19.0,18.55,18.7,18.7861163926,26823.0,108.0,503900.0,18768.0,69.97,0.45,0.1
2012-04-30,18.95,19.05,18.65,18.95,18.9150652554,19462.0,79.0,368125.0,15175.0,77.97,0.4,0.0
2012-04-28,18.5,18.85,18.5,18.55,18.6098113208,2650.0,7.0,49316.0,1250.0,47.17,0.35,0.05
2012-04-27,19.2,19.25,18.5,18.7,18.8045108428,34539.0,115.0,649489.0,30599.0,88.59,0.75,-0.5
2012-04-26,19.3,19.3,18.7,18.75,18.823611666,20024.0,65.0,376924.0,17420.0,87.0,0.6,-0.55
2012-04-25,19.85,19.85,18.8,18.9,19.1110730055,23327.0,119.0,445804.0,21631.0,92.73,1.05,-0.95
2012-04-24,19.9,20.0,19.5,19.6,19.7441176471,37400.0,131.0,738430.0,20760.0,55.51,0.5,-0.3
2012-04-23,19.7,20.2,19.3,19.6,19.7328817283,21848.0,92.0,431124.0,16220.0,74.24,0.9,-0.1
2012-04-20,19.75,20.4,19.35,19.7,19.8450390446,43540.0,139.0,864053.0,30239.0,69.45,1.05,-0.05
2012-04-19,19.85,20.1,19.55,19.95,19.8808034244,21259.0,88.0,422646.0,18921.0,89.0,0.55,0.1
2012-04-18,20.35,20.45,19.2,19.5,19.7528280543,67184.0,180.0,1327074.0,57323.0,85.32,1.25,-0.85
2012-04-17,20.25,20.35,19.8,20.1,20.1080272109,18375.0,72.0,369485.0,13524.0,73.6,0.55,-0.15
2012-04-16,20.4,20.5,20.0,20.0,20.2217994628,13404.0,79.0,271053.0,7250.0,54.09,0.5,-0.4
2012-04-13,20.05,21.0,19.75,20.05,20.2667060611,59230.0,196.0,1200397.0,41629.0,70.28,1.25,0.0
2012-04-12,20.1,20.45,19.85,20.15,20.2403392312,39619.0,115.0,801902.0,28482.0,71.89,0.6,0.05
2012-04-11,20.0,20.35,19.55,19.75,19.881888831,42206.0,153.0,839135.0,30899.0,73.21,0.8,-0.25
2012-04-10,20.6,20.9,19.6,19.85,20.1359151234,78137.0,185.0,1573360.0,57279.0,73.31,1.3,-0.75
2012-04-09,20.6,21.35,20.1,20.6,20.8496380506,39232.0,163.0,817973.0,22103.0,56.34,1.25,0.0
2012-04-04,20.65,21.3,20.35,20.4,20.653482654,52058.0,159.0,1075179.0,41265.0,79.27,0.95,-0.25
2012-04-03,23.0,23.35,20.8,21.05,21.7360958888,128649.0,490.0,2796327.0,83809.0,65.15,2.55,-1.95
2012-04-02,20.2,23.25,19.8,22.9,22.2932710293,304742.0,1162.0,6793696.0,171534.0,56.29,3.45,2.7
2012-03-30,18.65,20.3,18.65,19.8,19.9029097229,93789.0,202.0,1866674.0,65457.0,69.79,1.65,1.15
2012-03-29,18.85,19.55,18.25,19.3,18.9319884726,55520.0,166.0,1051104.0,34587.0,62.3,1.3,0.45
2012-03-28,18.7,19.0,18.3,18.35,18.6283438047,46317.0,156.0,862809.0,33240.0,71.77,0.7,-0.35
2012-03-27,18.85,19.5,18.25,19.1,18.9907711451,57862.0,211.0,1098844.0,35935.0,62.1,1.25,0.25
2012-03-26,19.7,19.7,18.2,18.55,18.6529337217,44977.0,184.0,838953.0,30209.0,67.17,1.5,-1.15
2012-03-23,18.4,18.95,18.35,18.55,18.6404127949,22384.0,101.0,417247.0,19321.0,86.32,0.6,0.15
2012-03-22,19.0,19.5,18.3,18.5,18.6919257541,64650.0,195.0,1208433.0,49894.0,77.18,1.2,-0.5
2012-03-21,19.95,19.95,18.35,19.0,19.1010687614,98151.0,212.0,1874789.0,88319.0,89.98,1.6,-0.95
2012-03-20,19.7,19.7,19.15,19.5,19.3904390644,38992.0,121.0,756072.0,24180.0,62.01,0.55,-0.2
2012-03-19,19.95,20.45,19.0,19.2,19.4617165053,75176.0,212.0,1463054.0,65751.0,87.46,1.45,-0.75
2012-03-16,21.7,21.7,19.8,19.95,20.4659053887,61388.0,167.0,1256361.0,49983.0,81.42,1.9,-1.75
2012-03-15,20.6,21.0,20.4,20.75,20.7113660678,27107.0,95.0,561423.0,22102.0,81.54,0.6,0.15
2012-03-14,20.85,21.25,20.7,20.9,20.9379813675,29733.0,117.0,622549.0,22307.0,75.02,0.55,0.05
2012-03-13,20.75,21.4,20.3,21.3,20.8588854629,66485.0,134.0,1386803.0,59159.0,88.98,1.1,0.55
2012-03-12,19.65,20.9,19.65,20.35,20.4037287935,50633.0,138.0,1033102.0,39043.0,77.11,1.25,0.7
2012-03-09,20.85,21.0,20.25,20.5,20.7369789945,45369.0,103.0,940816.0,32102.0,70.76,0.75,-0.35
2012-03-07,21.3,21.3,20.2,20.4,20.5137880054,46671.0,92.0,957399.0,42812.0,91.73,1.1,-0.9
2012-03-06,21.25,21.55,20.3,20.55,21.0299213315,43982.0,154.0,924938.0,33485.0,76.13,1.25,-0.7
2012-03-05,21.7,22.0,21.2,21.3,21.7046803653,26280.0,57.0,570399.0,22213.0,84.52,0.8,-0.4
2012-03-03,22.35,22.4,21.7,22.05,22.0891836735,4900.0,10.0,108237.0,3400.0,69.39,0.7,-0.3
2012-03-02,21.7,22.3,21.65,21.9,21.9877349408,23889.0,101.0,525265.0,18357.0,76.84,0.65,0.2
2012-03-01,21.65,22.0,21.55,21.95,21.8668579291,34159.0,97.0,746950.0,30709.0,89.9,0.45,0.3
2012-02-29,21.3,22.3,21.3,21.85,21.8292490977,73698.0,159.0,1608772.0,65446.0,88.8,1.0,0.55
2012-02-28,21.05,21.4,20.8,21.25,21.1709335219,42420.0,122.0,898071.0,29751.0,70.13,0.6,0.2
2012-02-27,21.7,21.95,21.05,21.1,21.5188629794,66771.0,136.0,1436836.0,53639.0,80.33,0.9,-0.6
2012-02-24,22.25,22.5,21.5,21.7,22.1454027633,77949.0,256.0,1726212.0,54963.0,70.51,1.0,-0.55
2012-02-23,22.0,22.4,21.5,21.75,21.9009227453,89082.0,218.0,1950978.0,52660.0,59.11,0.9,-0.25
2012-02-22,21.0,23.15,21.0,22.05,22.759378706,510998.0,1270.0,11629997.0,204432.0,40.01,2.15,1.05
2012-02-21,21.05,21.15,20.5,21.05,20.9386184167,45209.0,137.0,946614.0,34501.0,76.31,0.65,0.0
2012-02-17,20.55,21.5,20.55,21.05,21.1464512674,69081.0,174.0,1460818.0,51030.0,73.87,0.95,0.5
2012-02-16,21.0,21.5,20.9,21.05,21.1200449732,65817.0,158.0,1390058.0,47056.0,71.5,0.6,0.05
2012-02-15,21.3,21.6,20.95,21.15,21.2781297845,84910.0,173.0,1806726.0,55688.0,65.58,0.65,-0.15
2012-02-14,20.95,21.25,20.95,21.15,21.0907410899,26515.0,100.0,559221.0,18196.0,68.63,0.3,0.2
2012-02-13,21.5,21.75,20.8,21.15,21.1959972931,90139.0,192.0,1910586.0,58567.0,64.97,0.95,-0.35
2012-02-10,21.3,22.25,20.9,21.5,21.362297067,89192.0,307.0,1905346.0,45984.0,51.56,1.35,0.2
2012-02-09,21.15,21.35,20.8,21.25,21.0482970137,61950.0,191.0,1303942.0,44486.0,71.81,0.55,0.1
2012-02-08,21.65,22.35,21.3,21.3,21.7072248522,66119.0,196.0,1435260.0,38137.0,57.68,1.05,-0.35
2012-02-07,21.7,23.2,21.1,22.15,22.1135150198,89715.0,372.0,1983914.0,46613.0,51.96,2.1,0.45
2012-02-06,21.4,21.65,20.95,21.55,21.2172925904,37438.0,143.0,794333.0,24120.0,64.43,0.7,0.15
2012-02-03,22.3,22.3,21.0,21.35,21.4239456961,34620.0,178.0,741697.0,23476.0,67.81,1.3,-0.95
2012-02-02,22.6,22.9,21.8,21.95,22.3171026157,22365.0,117.0,499122.0,13112.0,58.63,1.1,-0.65
2012-02-01,22.5,23.0,22.1,22.25,22.5008757396,21125.0,112.0,475331.0,14568.0,68.96,0.9,-0.25
2012-01-31,22.2,23.2,22.2,22.8,22.8259501203,37811.0,185.0,863072.0,27570.0,72.92,1.0,0.6
2012-01-30,21.25,23.2,20.85,22.1,22.4645009633,56579.0,233.0,1271019.0,39760.0,70.27,2.35,0.85
2012-01-27,21.35,22.4,20.85,21.35,21.5284637135,42440.0,158.0,913668.0,26738.0,63.0,1.55,0.0
2012-01-25,20.75,22.3,20.75,21.4,21.4490835236,49483.0,168.0,1061365.0,34821.0,70.37,1.55,0.65
2012-01-24,20.8,21.2,20.7,20.8,20.8600211156,22732.0,67.0,474190.0,20342.0,89.49,0.5,0.0
2012-01-23,21.5,21.65,20.8,20.9,21.1198352687,14812.0,51.0,312827.0,12052.0,81.37,0.85,-0.6
2012-01-20,20.4,21.85,20.4,21.5,21.2513737956,40581.0,139.0,862402.0,36399.0,89.69,1.45,1.1
2012-01-19,21.1,21.1,20.65,20.9,20.8800912568,14903.0,62.0,311176.0,11699.0,78.5,0.45,-0.2
2012-01-18,20.75,21.15,20.2,20.7,20.8330964315,13367.0,62.0,278476.0,9265.0,69.31,0.95,-0.05
2012-01-17,20.55,21.3,20.5,20.6,20.8801908567,51557.0,147.0,1076520.0,46650.0,90.48,0.8,0.05
2012-01-16,21.5,21.5,20.8,21.05,21.113973548,26085.0,76.0,550758.0,22819.0,87.48,0.7,-0.45
2012-01-13,21.2,21.8,21.15,21.25,21.2486922046,54481.0,123.0,1157650.0,41648.0,76.44,0.65,0.05
2012-01-12,22.55,22.55,21.4,21.55,21.8228769961,29934.0,118.0,653246.0,24781.0,82.79,1.15,-1.0
2012-01-11,23.5,23.5,21.35,22.35,22.2022324113,53216.0,222.0,1181514.0,37373.0,70.23,2.15,-1.15
2012-01-10,20.55,22.7,20.55,21.65,22.1205639581,80928.0,229.0,1790173.0,33475.0,41.36,2.15,1.1
2012-01-09,20.95,21.45,20.5,20.65,20.8239034592,35384.0,129.0,736833.0,24801.0,70.09,0.95,-0.3
2012-01-07,20.1,20.9,20.1,20.6,20.7147628591,4491.0,22.0,93030.0,3391.0,75.51,0.8,0.5
2012-01-06,19.85,20.9,19.85,20.45,20.6429656003,19099.0,86.0,394260.0,12745.0,66.73,1.05,0.6
2012-01-05,21.5,21.5,20.6,20.85,21.0940887027,75195.0,142.0,1586170.0,64182.0,85.35,0.9,-0.65
2012-01-04,20.5,20.85,19.85,20.85,20.6149767518,36777.0,177.0,758157.0,22474.0,61.11,1.0,0.35
2012-01-03,19.75,20.0,18.7,19.9,19.6099607897,29074.0,112.0,570140.0,24983.0,85.93,1.3,0.15
2012-01-02,20.05,20.05,19.0,19.4,19.464560823,19343.0,89.0,376503.0,16296.0,84.25,1.05,-0.65
2011-12-30,19.65,20.0,19.0,19.45,19.5618173629,17762.0,110.0,347457.0,13575.0,76.43,1.0,-0.2
2011-12-29,20.0,20.35,19.55,19.65,19.8570394499,11052.0,57.0,219460.0,9857.0,89.19,0.8,-0.35
2011-12-28,19.9,20.3,19.75,19.95,19.9999593455,49195.0,60.0,983898.0,48524.0,98.64,0.55,0.05
2011-12-27,20.0,20.1,19.8,19.85,19.9643957034,13313.0,55.0,265786.0,12023.0,90.31,0.3,-0.15
2011-12-26,20.0,20.75,19.75,20.2,20.2513721738,19859.0,106.0,402172.0,13145.0,66.19,1.0,0.2
2011-12-23,19.8,20.5,19.7,20.0,20.0450961683,19913.0,105.0,399158.0,15526.0,77.97,0.8,0.2
2011-12-22,20.6,20.7,20.0,20.35,20.3462758533,15762.0,77.0,320698.0,11107.0,70.47,0.7,-0.25
2011-12-21,20.75,21.35,20.1,20.6,20.565364533,20684.0,104.0,425374.0,13452.0,65.04,1.25,-0.15
2011-12-20,22.45,22.45,20.45,20.45,20.8639142318,75739.0,151.0,1580212.0,67209.0,88.74,2.0,-2.0
2011-12-19,21.3,22.1,21.0,21.5,21.7798900897,76062.0,318.0,1656622.0,64007.0,84.15,1.1,0.2
2011-12-16,19.95,21.05,19.5,21.05,20.7666748206,98112.0,313.0,2037460.0,72429.0,73.82,1.55,1.1
2011-12-15,21.1,21.1,20.05,20.05,20.1885039675,31002.0,108.0,625884.0,24890.0,80.29,1.05,-1.05
2011-12-14,20.1,21.45,20.1,21.1,21.2153964417,107973.0,280.0,2290690.0,60360.0,55.9,1.35,1.0
2011-12-13,20.35,20.6,19.65,20.45,20.2205641066,38397.0,117.0,776409.0,25362.0,66.05,0.95,0.1
2011-12-12,19.9,20.25,19.9,20.2,20.1738369238,46837.0,43.0,944882.0,45126.0,96.35,0.35,0.3
2011-12-09,20.25,20.35,20.0,20.2,20.2005291277,38932.0,66.0,786447.0,36557.0,93.9,0.35,-0.05
2011-12-08,20.0,20.6,19.85,20.4,20.2810624321,42318.0,119.0,858254.0,33838.0,79.96,0.75,0.4
2011-12-07,20.35,20.6,19.65,20.3,20.1544312601,23007.0,104.0,463693.0,19194.0,83.43,0.95,-0.05
2011-12-05,20.15,20.45,19.7,19.9,19.9062475129,12565.0,67.0,250122.0,8731.0,69.49,0.75,-0.25
2011-12-02,19.7,20.4,19.7,20.0,20.0157160048,41550.0,89.0,831653.0,30542.0,73.51,0.7,0.3
2011-12-01,20.95,20.95,19.55,19.75,20.1096412107,54879.0,179.0,1103597.0,41864.0,76.0,1.4,-1.2
2011-11-30,20.75,21.0,20.05,20.3,20.3744844899,44616.0,108.0,909028.0,26337.0,59.03,0.95,-0.45
2011-11-29,20.5,20.5,20.1,20.5,20.4563784413,46422.0,297.0,949626.0,38426.0,82.78,0.4,0.0
2011-11-28,19.4,19.55,18.8,19.55,19.3693065942,11768.0,68.0,227938.0,11202.0,95.19,0.75,0.15
2011-11-25,19.0,19.4,18.35,18.65,18.7878111859,50653.0,106.0,951659.0,43693.0,86.26,1.05,-0.35
2011-11-24,19.0,19.0,18.25,18.8,18.6334519573,23323.0,96.0,434588.0,17394.0,74.58,0.75,-0.2
2011-11-23,19.95,19.95,18.35,18.8,18.6763705351,45858.0,180.0,856461.0,31169.0,67.97,1.6,-1.15
2011-11-22,19.25,19.65,18.5,19.3,19.2111298747,25463.0,130.0,489173.0,15216.0,59.76,1.15,0.05
2011-11-21,19.25,19.55,18.55,18.8,19.0492691594,101869.0,178.0,1940530.0,85790.0,84.22,1.0,-0.45
2011-11-18,20.15,20.4,19.15,19.15,19.4595781489,60116.0,215.0,1169832.0,56476.0,93.95,1.25,-1.0
2011-11-17,20.05,20.65,19.75,20.15,20.1079533081,45918.0,116.0,923317.0,41195.0,89.71,0.9,0.1
2011-11-16,20.6,20.6,19.75,20.0,19.9907553242,43809.0,158.0,875775.0,36748.0,83.88,0.85,-0.6
2011-11-15,21.75,21.75,20.75,20.75,20.9982855531,46079.0,162.0,967580.0,41101.0,89.2,1.0,-1.0
2011-11-14,22.4,22.85,21.6,21.8,22.1010190163,37389.0,133.0,826335.0,30859.0,82.53,1.25,-0.6
2011-11-11,22.45,23.2,22.05,22.4,22.311443013,52626.0,112.0,1174162.0,45748.0,86.93,1.15,-0.05
2011-11-09,22.15,23.2,21.6,22.2,22.441683294,60643.0,250.0,1360931.0,43909.0,72.41,1.6,0.05
2011-11-08,22.5,22.7,22.05,22.15,22.2006579715,42859.0,123.0,951498.0,36391.0,84.91,0.65,-0.35
2011-11-04,23.65,23.65,22.25,22.4,22.831601113,66485.0,213.0,1517959.0,40614.0,61.09,1.4,-1.25
2011-11-03,24.8,24.8,23.3,23.3,23.5063347716,58171.0,273.0,1367387.0,41188.0,70.81,1.5,-1.5
2011-11-02,26.0,26.35,24.25,24.5,25.2079006992,215829.0,699.0,5440596.0,168533.0,78.09,2.1,-1.5
2011-11-01,24.15,25.5,24.15,25.5,25.0773390066,164044.0,606.0,4113787.0,110815.0,67.55,1.35,1.35
2011-10-31,21.9,23.2,21.5,23.2,22.8451726968,95022.0,357.0,2170794.0,90287.0,95.02,1.7,1.3
2011-10-28,20.8,21.2,20.25,21.1,20.8624268344,68509.0,180.0,1429264.0,60959.0,88.98,0.95,0.3
2011-10-26,19.75,20.75,19.75,20.55,20.5223966777,45029.0,154.0,924103.0,40497.0,89.94,1.0,0.8
2011-10-25,19.75,19.9,19.5,19.75,19.727713151,35503.0,70.0,700393.0,31611.0,89.04,0.4,0.0
2011-10-24,19.65,20.1,19.65,19.8,19.8725454961,30607.0,113.0,608239.0,21373.0,69.83,0.45,0.15
2011-10-21,19.5,20.2,19.25,19.7,19.9227368106,26688.0,99.0,531698.0,17064.0,63.94,0.95,0.2
2011-10-20,19.4,19.65,19.4,19.6,19.5513209181,18472.0,53.0,361152.0,14942.0,80.89,0.25,0.2
2011-10-19,19.8,19.8,19.35,19.65,19.5381305358,31838.0,115.0,622055.0,21034.0,66.07,0.45,-0.15
2011-10-18,19.6,19.95,19.15,19.65,19.6744699171,37164.0,121.0,731182.0,32426.0,87.25,0.8,0.05
2011-10-17,20.0,20.0,19.05,19.4,19.4390782995,75556.0,174.0,1468739.0,64455.0,85.31,0.95,-0.6
2011-10-14,20.25,20.35,19.7,20.0,20.0903413954,31547.0,99.0,633790.0,16141.0,51.16,0.65,-0.25
2011-10-13,20.35,20.8,19.7,19.85,20.1995261421,37564.0,133.0,758775.0,29609.0,78.82,1.1,-0.5
2011-10-12,20.0,20.25,19.6,20.0,19.9813317557,15213.0,76.0,303976.0,11471.0,75.4,0.65,0.0
2011-10-11,20.0,20.6,19.25,19.95,19.9661540622,28482.0,162.0,568676.0,17259.0,60.6,1.35,-0.05
2011-10-10,19.4,20.2,19.2,20.1,19.6145758561,47366.0,132.0,929064.0,36930.0,77.97,1.0,0.7
2011-10-07,19.7,20.45,19.4,19.6,19.7052776913,118783.0,193.0,2340652.0,103228.0,86.9,1.05,-0.1
2011-10-05,19.8,20.0,19.45,19.7,19.7423510467,24840.0,113.0,490400.0,18786.0,75.63,0.55,-0.1
2011-10-04,20.85,20.85,19.4,19.8,20.092947155,77926.0,169.0,1565763.0,63735.0,81.79,1.45,-1.05
2011-10-03,20.6,20.9,20.2,20.6,20.6567093409,48507.0,96.0,1001995.0,46431.0,95.72,0.7,0.0
2011-09-30,20.6,21.9,20.6,21.1,21.4083333333,51960.0,139.0,1112377.0,36284.0,69.83,1.3,0.5
2011-09-29,21.0,21.85,20.6,21.2,21.2064696069,38364.0,140.0,813565.0,30550.0,79.63,1.25,0.2
2011-09-28,21.1,21.5,21.05,21.4,21.3421283424,53591.0,75.0,1143746.0,52970.0,98.84,0.45,0.3
2011-09-27,21.35,21.8,21.05,21.25,21.4291222796,30602.0,129.0,655774.0,28765.0,94.0,0.75,-0.1
2011-09-26,21.05,21.75,20.6,21.2,21.1008177969,38029.0,188.0,802443.0,28999.0,76.25,1.15,0.15
2011-09-23,22.1,23.0,21.5,21.65,21.8955677501,35535.0,181.0,778059.0,30640.0,86.22,1.5,-0.45
2011-09-22,23.0,23.05,22.5,22.65,22.7047986987,24590.0,156.0,558311.0,19667.0,79.98,0.55,-0.35
2011-09-21,23.4,23.8,22.6,23.45,23.2005804081,32391.0,171.0,751490.0,27683.0,85.47,1.2,0.05
2011-09-20,22.6,23.25,22.6,22.85,22.8930660702,46496.0,99.0,1064436.0,41196.0,88.6,0.65,0.25
2011-09-19,23.0,23.25,22.35,22.6,22.6204508303,23246.0,129.0,525835.0,19414.0,83.52,0.9,-0.4
2011-09-16,23.6,23.95,23.1,23.15,23.3800601025,28285.0,177.0,661305.0,24697.0,87.31,0.85,-0.45
2011-09-15,24.25,24.25,23.25,23.7,23.668673632,28235.0,138.0,668285.0,23172.0,82.07,1.0,-0.55
2011-09-14,23.9,24.35,23.55,23.8,24.0002404713,33268.0,119.0,798440.0,25847.0,77.69,0.8,-0.1
2011-09-13,23.8,24.35,23.8,23.95,24.0441105187,24756.0,91.0,595236.0,16580.0,66.97,0.55,0.15
2011-09-12,25.0,25.0,23.0,23.95,24.0340594967,69819.0,129.0,1678034.0,62340.0,89.29,2.0,-1.05
2011-09-09,25.05,25.25,24.05,24.15,24.5290076624,52986.0,239.0,1299694.0,38227.0,72.15,1.2,-0.9
2011-09-08,26.3,27.0,24.5,25.4,25.599834508,135354.0,351.0,3465040.0,107333.0,79.3,2.5,-0.9
2011-09-07,24.5,25.85,24.4,25.85,25.2233076753,108608.0,394.0,2739453.0,93603.0,86.18,1.45,1.35
2011-09-06,24.2,24.9,24.2,24.65,24.6339935705,48215.0,260.0,1187728.0,40145.0,83.26,0.7,0.45
2011-09-05,24.95,24.95,24.35,24.75,24.7613370994,44963.0,238.0,1113344.0,37168.0,82.66,0.6,-0.2
2011-09-02,25.0,25.2,23.9,24.95,24.8029895405,76199.0,295.0,1889963.0,54514.0,71.54,1.3,-0.05
2011-08-30,24.9,25.05,23.5,25.05,24.7111529029,90927.0,389.0,2246911.0,68930.0,75.81,1.55,0.15
