Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2020-06-30,14.8,14.95,14.5,14.7,14.77,49772.0,162.0,735072.0,49772.0,100.0,0.45,-0.1
2020-06-29,14.5,14.95,14.35,14.8,14.73,70219.0,171.0,1034320.0,70219.0,100.0,0.6,0.3
2020-06-26,14.5,15.05,14.45,14.6,14.62,56324.0,173.0,823260.0,56324.0,100.0,0.6,0.1
2020-06-25,14.65,14.9,14.3,14.75,14.67,78453.0,138.0,1150975.0,78453.0,100.0,0.6,0.1
2020-06-24,14.8,14.9,14.25,14.65,14.51,107247.0,241.0,1555959.0,107247.0,100.0,0.65,-0.15
2020-06-23,14.7,15.0,14.3,14.5,14.65,324321.0,503.0,4750488.0,324321.0,100.0,0.7,-0.2
2020-06-22,14.4,15.1,14.05,14.3,14.57,206839.0,484.0,3013236.0,206839.0,100.0,1.05,-0.1
2020-06-19,15.1,15.3,14.35,14.4,14.58,102624.0,383.0,1496240.0,102624.0,100.0,0.95,-0.7
2020-06-18,15.1,15.6,14.6,14.85,14.93,148677.0,378.0,2219850.0,148677.0,100.0,1.0,-0.25
2020-06-17,15.75,15.75,14.55,15.0,14.95,23322.0,121.0,348697.0,23322.0,100.0,1.2,-0.75
2020-06-16,15.9,15.9,15.0,15.25,15.17,45976.0,161.0,697265.0,45976.0,100.0,0.9,-0.65
2020-06-15,16.0,16.2,14.95,15.5,15.29,28014.0,146.0,428299.0,28014.0,100.0,1.25,-0.5
2020-06-12,16.45,16.45,15.0,15.7,15.66,24265.0,138.0,380097.0,24265.0,100.0,1.45,-0.75
2020-06-11,15.7,15.95,15.35,15.7,15.76,31047.0,128.0,489198.0,31047.0,100.0,0.6,0.0
2020-06-10,15.5,15.75,15.15,15.5,15.5,35611.0,153.0,551911.0,35611.0,100.0,0.6,0.0
2020-06-09,15.25,15.85,15.25,15.5,15.49,32942.0,144.0,510311.0,32942.0,100.0,0.6,0.25
2020-06-08,15.85,16.0,15.1,15.7,15.39,42850.0,171.0,659521.0,42850.0,100.0,0.9,-0.15
2020-06-05,15.6,16.0,15.0,15.85,15.34,46178.0,229.0,708148.0,46178.0,100.0,1.0,0.25
2020-06-04,15.65,15.65,14.75,15.4,15.15,24797.0,137.0,375710.0,24797.0,100.0,0.9,-0.25
2020-06-03,15.75,16.25,15.25,15.4,15.49,26934.0,142.0,417268.0,26934.0,100.0,1.0,-0.35
2020-06-02,15.55,16.1,15.25,15.85,15.61,21280.0,123.0,332092.0,21280.0,100.0,0.85,0.3
2020-06-01,15.75,16.0,15.2,15.65,15.6,23226.0,129.0,362353.0,23226.0,100.0,0.8,-0.1
2020-05-29,15.65,16.0,15.0,15.45,15.55,26811.0,121.0,416824.0,26811.0,100.0,1.0,-0.2
2020-05-28,15.5,15.5,14.65,15.45,15.13,14130.0,101.0,213782.0,14130.0,100.0,0.85,-0.05
2020-05-27,16.0,16.0,14.7,15.05,15.03,30144.0,143.0,452931.0,30144.0,100.0,1.3,-0.95
2020-05-26,16.25,16.25,15.4,15.45,15.57,47263.0,174.0,735726.0,47263.0,100.0,0.85,-0.8
2020-05-22,16.3,17.05,15.45,16.2,16.19,33869.0,146.0,548242.0,33869.0,100.0,1.6,-0.1
2020-05-21,16.7,16.7,16.1,16.25,16.39,15511.0,86.0,254230.0,15511.0,100.0,0.6,-0.45
2020-05-20,17.0,17.0,16.1,16.2,16.47,11208.0,79.0,184617.0,11208.0,100.0,0.9,-0.8
2020-05-19,16.8,17.85,16.7,16.7,16.89,21845.0,118.0,368956.0,21845.0,100.0,1.15,-0.1
2020-05-18,17.3,17.6,16.35,17.55,17.29,56558.0,208.0,978147.0,56558.0,100.0,1.25,0.25
2020-05-15,17.5,17.5,16.4,16.85,16.82,21863.0,116.0,367669.0,21863.0,100.0,1.1,-0.65
2020-05-14,16.9,17.75,16.25,17.2,17.16,37412.0,106.0,642049.0,37412.0,100.0,1.5,0.3
2020-05-13,16.75,17.5,16.5,17.1,16.88,30630.0,137.0,517169.0,30630.0,100.0,1.0,0.35
2020-05-12,17.0,17.25,16.35,17.1,16.99,19872.0,92.0,337718.0,19872.0,100.0,0.9,0.1
2020-05-11,16.3,17.35,15.8,17.1,17.13,37652.0,177.0,644919.0,37652.0,100.0,1.55,0.8
2020-05-08,15.05,16.55,15.05,16.55,15.78,48309.0,247.0,762302.0,48309.0,100.0,1.5,1.5
2020-05-07,15.8,16.5,15.8,15.8,15.8,26102.0,110.0,412446.0,26102.0,100.0,0.7,0.0
2020-05-06,16.6,17.0,16.6,16.6,16.6,19636.0,76.0,325958.0,19636.0,100.0,0.4,0.0
2020-05-05,17.45,17.45,17.45,17.45,17.45,5039.0,46.0,87930.0,5039.0,100.0,0.0,0.0
2020-05-04,18.8,18.8,18.35,18.35,18.36,21710.0,64.0,398549.0,21710.0,100.0,0.45,-0.45
2020-04-30,20.16,20.55,19.16,19.27,19.43,129610.0,462.0,2517807.0,102772.0,79.29,1.39,-0.89
2020-04-29,19.9,20.16,19.0,20.16,20.12,116195.0,253.0,2337683.0,113321.0,97.53,1.16,0.26
2020-04-28,17.75,19.2,17.7,19.2,19.0,88864.0,395.0,1688411.0,70870.0,79.75,1.5,1.45
2020-04-27,16.98,17.46,16.11,17.46,17.23,136906.0,528.0,2358604.0,104279.0,76.17,1.35,0.48
2020-04-24,15.09,15.88,15.09,15.88,15.71,120873.0,394.0,1898771.0,79764.0,65.99,0.79,0.79
2020-04-23,14.88,14.88,14.2,14.44,14.62,19695.0,88.0,287875.0,18622.0,94.55,0.68,-0.44
2020-04-22,14.9,15.2,13.91,14.39,14.45,40287.0,171.0,582253.0,30999.0,76.95,1.29,-0.51
2020-04-21,15.0,15.19,14.11,14.68,14.81,23993.0,101.0,355258.0,20677.0,86.18,1.08,-0.32
2020-04-20,15.0,15.29,14.5,15.06,14.74,26711.0,140.0,393646.0,24058.0,90.07,0.79,0.06
2020-04-17,14.79,15.44,14.11,14.53,14.85,25702.0,158.0,381701.0,20870.0,81.2,1.33,-0.26
2020-04-16,15.0,15.0,13.85,14.34,14.21,18756.0,126.0,266594.0,15368.0,81.94,1.15,-0.66
2020-04-15,15.5,15.89,14.1,14.54,15.02,47908.0,207.0,719534.0,32717.0,68.29,1.79,-0.96
2020-04-13,16.9,16.9,14.12,14.9,15.45,41035.0,173.0,634062.0,36274.0,88.4,2.78,-2.0
2020-04-09,15.0,15.48,15.0,15.48,15.46,28535.0,86.0,441232.0,28535.0,100.0,0.48,0.48
2020-04-08,13.88,14.08,13.7,14.08,14.06,22177.0,72.0,311821.0,22177.0,100.0,0.38,0.2
2020-04-07,13.35,13.41,12.52,13.41,13.36,21446.0,86.0,286517.0,20686.0,96.46,0.89,0.06
2020-04-03,12.65,12.78,12.22,12.78,12.7,21901.0,114.0,278108.0,18547.0,84.69,0.56,0.13
2020-04-01,11.95,12.18,11.05,12.18,11.87,23879.0,119.0,283395.0,20534.0,85.99,1.13,0.23
2020-03-31,11.65,11.65,10.8,11.6,11.27,48331.0,132.0,544593.0,36150.0,74.8,0.85,-0.05
2020-03-30,12.15,12.2,11.1,11.1,11.47,58678.0,154.0,673152.0,50229.0,85.6,1.1,-1.05
2020-03-27,11.9,11.95,11.35,11.65,11.77,31653.0,98.0,372418.0,26272.0,83.0,0.6,-0.25
2020-03-26,11.65,11.95,11.15,11.4,11.37,44307.0,135.0,503945.0,38490.0,86.87,0.8,-0.25
2020-03-25,11.8,12.2,11.7,11.7,11.71,21406.0,75.0,250721.0,21405.0,100.0,0.5,-0.1
2020-03-24,12.85,12.85,12.3,12.3,12.33,46751.0,124.0,576499.0,45655.0,97.66,0.55,-0.55
2020-03-23,12.75,13.2,12.75,12.9,12.81,49452.0,121.0,633460.0,37191.0,75.21,0.45,0.15
2020-03-20,14.0,14.4,13.3,13.4,13.76,52475.0,137.0,721867.0,42945.0,81.84,1.1,-0.6
2020-03-19,14.1,14.25,13.05,13.75,13.24,111487.0,159.0,1475864.0,94928.0,85.15,1.2,-0.35
2020-03-18,14.5,14.5,13.6,13.7,13.67,61581.0,136.0,841861.0,55670.0,90.4,0.9,-0.8
2020-03-17,14.4,15.0,14.25,14.3,14.4,44316.0,166.0,637953.0,33217.0,74.95,0.75,-0.1
2020-03-16,14.65,15.15,14.0,15.0,14.76,77667.0,146.0,1146618.0,71671.0,92.28,1.15,0.35
2020-03-13,14.25,14.75,13.35,14.45,13.6,112068.0,219.0,1523917.0,101723.0,90.77,1.4,0.2
2020-03-12,15.0,15.0,14.05,14.05,14.11,141715.0,177.0,1999475.0,140375.0,99.05,0.95,-0.95
2020-03-11,15.25,15.25,14.7,14.75,14.89,51297.0,119.0,764057.0,50302.0,98.06,0.55,-0.5
2020-03-09,15.5,15.85,14.35,14.9,15.06,79205.0,1043.0,1192515.0,61100.0,77.14,1.5,-0.6
2020-03-06,14.75,15.35,14.65,15.1,14.92,59543.0,886.0,888316.0,55567.0,93.32,0.7,0.35
2020-03-05,15.5,15.7,15.1,15.4,15.42,76726.0,283.0,1182948.0,60240.0,78.51,0.6,-0.1
2020-03-04,16.5,16.5,15.75,15.8,15.96,60693.0,291.0,968389.0,57901.0,95.4,0.75,-0.7
2020-03-03,17.0,17.5,15.9,16.45,16.67,134126.0,197.0,2236538.0,134126.0,100.0,1.6,-0.55
2020-03-02,17.25,18.25,16.65,16.7,17.2,59831.0,135.0,1028928.0,59831.0,100.0,1.6,-0.55
2020-02-28,18.0,18.3,17.5,17.5,17.65,30470.0,126.0,537886.0,30470.0,100.0,0.8,-0.5
2020-02-27,19.0,19.0,18.3,18.4,18.35,35236.0,115.0,646469.0,35236.0,100.0,0.7,-0.6
2020-02-26,19.95,20.0,19.1,19.25,19.32,17509.0,137.0,338315.0,17509.0,100.0,0.9,-0.7
2020-02-25,21.0,21.0,19.95,19.95,20.13,35001.0,152.0,704587.0,35001.0,100.0,1.05,-1.05
2020-02-24,21.5,22.2,21.0,21.0,21.51,31017.0,205.0,667202.0,31017.0,100.0,1.2,-0.5
2020-02-20,22.0,22.45,20.9,21.6,21.54,21497.0,165.0,463135.0,21497.0,100.0,1.55,-0.4
2020-02-19,22.45,22.5,21.55,21.95,22.13,22801.0,109.0,504475.0,22801.0,100.0,0.95,-0.5
2020-02-18,23.25,23.45,22.1,22.15,22.65,32353.0,202.0,732651.0,32353.0,100.0,1.35,-1.1
2020-02-17,23.5,24.45,22.7,22.9,23.35,42120.0,108.0,983576.0,42120.0,100.0,1.75,-0.6
2020-02-14,23.3,23.9,23.1,23.5,23.37,31187.0,99.0,728816.0,31187.0,100.0,0.8,0.2
2020-02-13,23.75,24.9,23.2,23.55,23.9,46440.0,124.0,1109892.0,46440.0,100.0,1.7,-0.2
2020-02-12,24.75,25.4,23.6,23.85,24.02,26131.0,119.0,627731.0,26131.0,100.0,1.8,-0.9
2020-02-11,24.1,24.65,23.5,24.35,24.41,70260.0,146.0,1714735.0,70260.0,100.0,1.15,0.25
2020-02-10,24.1,24.5,23.25,23.5,23.57,43578.0,118.0,1027243.0,43578.0,100.0,1.25,-0.6
2020-02-07,26.0,26.5,24.0,24.05,25.19,120660.0,248.0,3039722.0,120660.0,100.0,2.5,-1.95
2020-02-06,26.9,26.9,25.05,25.25,25.45,29933.0,80.0,761692.0,29933.0,100.0,1.85,-1.65
2020-02-05,25.85,26.35,24.55,26.15,25.75,49960.0,127.0,1286283.0,49960.0,100.0,1.8,0.3
2020-02-04,26.1,26.1,24.65,25.1,24.98,29376.0,100.0,733799.0,29376.0,100.0,1.45,-1.0
2020-02-03,24.9,26.1,24.6,25.5,25.29,50122.0,130.0,1267816.0,50122.0,100.0,1.5,0.6
2020-02-01,26.75,27.3,25.8,25.85,26.85,47812.0,149.0,1283708.0,47812.0,100.0,1.5,-0.9
2020-01-31,26.9,27.45,25.25,26.35,27.06,98699.0,256.0,2670770.0,98699.0,100.0,2.2,-0.55
2020-01-30,26.15,26.15,24.4,26.15,26.0,180463.0,276.0,4691723.0,180463.0,100.0,1.75,0.0
2020-01-29,24.75,26.45,24.05,24.95,25.32,105460.0,368.0,2670457.0,81361.0,77.15,2.4,0.2
2020-01-28,24.8,24.8,23.7,24.05,23.98,40410.0,183.0,968883.0,27918.0,69.09,1.1,-0.75
2020-01-27,23.2,25.55,23.2,24.55,24.45,48691.0,244.0,1190330.0,36461.0,74.88,2.35,1.35
2020-01-24,24.4,25.0,23.2,24.4,24.48,70356.0,296.0,1722121.0,57914.0,82.32,1.8,0.0
2020-01-23,25.2,25.75,24.3,24.3,24.63,158096.0,508.0,3893610.0,99299.0,62.81,1.45,-0.9
2020-01-22,30.7,30.7,26.95,26.95,28.16,199504.0,842.0,5617482.0,124533.0,62.42,3.75,-3.75
2020-01-21,25.85,30.3,24.8,29.9,28.54,290552.0,1247.0,8291057.0,194974.0,67.1,5.5,4.05
2020-01-20,23.5,25.75,23.1,25.5,24.51,204337.0,741.0,5008699.0,165115.0,80.81,2.65,2.0
2020-01-17,20.45,22.75,19.9,22.5,21.86,169308.0,487.0,3700328.0,132379.0,78.19,2.85,2.05
2020-01-16,20.75,21.0,19.9,20.1,20.47,89808.0,194.0,1838167.0,80678.0,89.83,1.1,-0.65
2020-01-15,20.0,20.55,19.9,20.1,20.08,50563.0,136.0,1015312.0,47584.0,94.11,0.65,0.1
2020-01-14,22.2,22.2,20.05,20.15,20.37,76696.0,230.0,1562119.0,69668.0,90.84,2.15,-2.05
2020-01-13,19.0,22.25,18.95,21.35,20.97,272281.0,1150.0,5710137.0,231929.0,85.18,3.3,2.35
2020-01-10,19.2,19.2,18.2,18.7,18.59,28125.0,137.0,522956.0,25069.0,89.13,1.0,-0.5
2020-01-09,18.75,18.75,18.15,18.65,18.59,17753.0,112.0,330097.0,16005.0,90.15,0.6,-0.1
2020-01-08,18.2,19.35,18.05,18.5,18.74,87756.0,345.0,1644217.0,46816.0,53.35,1.3,0.3
2020-01-07,19.25,19.25,18.0,18.3,18.67,23787.0,116.0,444115.0,19650.0,82.61,1.25,-0.95
2020-01-06,19.4,19.4,18.0,18.8,18.49,29446.0,142.0,544356.0,21170.0,71.89,1.4,-0.6
2020-01-03,20.5,20.7,19.3,19.9,19.84,28652.0,160.0,568500.0,21369.0,74.58,1.4,-0.6
2020-01-02,18.85,21.15,18.2,20.3,19.59,88221.0,345.0,1727841.0,74182.0,84.09,2.95,1.45
2020-01-01,18.75,18.85,18.4,18.6,18.65,14382.0,91.0,268240.0,12112.0,84.22,0.45,-0.15
2019-12-31,18.5,18.9,18.1,18.5,18.54,42338.0,203.0,784966.0,36173.0,85.44,0.8,0.0
2019-12-30,17.3,18.5,17.0,18.15,18.07,54676.0,248.0,987803.0,47565.0,86.99,1.5,0.85
2019-12-27,16.65,17.7,16.65,17.3,17.4,55277.0,190.0,961830.0,49314.0,89.21,1.05,0.65
2019-12-26,16.4,17.6,16.3,16.75,16.96,20043.0,145.0,339903.0,13853.0,69.12,1.3,0.35
2019-12-24,16.6,17.6,16.3,16.55,16.87,19346.0,158.0,326317.0,16398.0,84.76,1.3,-0.05
2019-12-23,16.65,18.95,16.25,16.95,17.09,30163.0,201.0,515613.0,26274.0,87.11,2.7,0.3
2019-12-20,16.85,16.95,16.2,16.45,16.69,27217.0,100.0,454237.0,22836.0,83.9,0.75,-0.4
2019-12-19,16.65,17.0,16.1,16.5,16.51,55274.0,267.0,912821.0,45448.0,82.22,0.9,-0.15
2019-12-18,17.75,17.75,16.6,16.7,16.97,38746.0,259.0,657713.0,34060.0,87.91,1.15,-1.05
2019-12-17,20.4,20.4,17.35,17.6,18.38,101376.0,541.0,1863451.0,64509.0,63.63,3.05,-2.8
2019-12-16,19.4,21.05,18.65,20.35,20.02,113981.0,454.0,2282156.0,89492.0,78.51,2.4,0.95
2019-12-13,16.4,19.25,15.75,18.6,17.76,142974.0,512.0,2539621.0,121734.0,85.14,3.5,2.2
2019-12-12,16.0,16.9,15.3,16.4,15.89,35437.0,216.0,563220.0,24334.0,68.67,1.6,0.4
2019-12-11,17.3,17.3,15.65,15.9,16.23,30656.0,171.0,497650.0,22565.0,73.61,1.65,-1.4
2019-12-10,16.95,17.25,16.5,16.95,16.85,7993.0,92.0,134701.0,5406.0,67.63,0.75,0.0
2019-12-09,16.95,16.95,16.25,16.55,16.74,21805.0,103.0,365091.0,20496.0,94.0,0.7,-0.4
2019-12-06,17.35,17.65,16.05,16.75,16.95,36480.0,156.0,618332.0,25728.0,70.53,1.6,-0.6
2019-12-05,16.6,17.5,16.6,17.1,17.1,35591.0,130.0,608526.0,30951.0,86.96,0.9,0.5
2019-12-04,17.15,18.0,16.8,16.85,17.19,11898.0,130.0,204574.0,8121.0,68.26,1.2,-0.3
2019-12-03,16.7,18.0,16.55,17.6,17.34,20098.0,88.0,348569.0,14235.0,70.83,1.45,0.9
2019-12-02,17.0,17.1,16.45,16.7,16.85,16970.0,96.0,285940.0,14674.0,86.47,0.65,-0.3
2019-11-29,17.0,17.1,16.6,16.8,16.81,11427.0,82.0,192042.0,7975.0,69.79,0.5,-0.2
2019-11-28,16.95,17.1,16.6,17.0,16.78,12021.0,63.0,201771.0,8569.0,71.28,0.5,0.05
2019-11-27,16.85,16.95,16.35,16.8,16.74,12430.0,43.0,208099.0,11325.0,91.11,0.6,-0.05
2019-11-26,16.85,17.0,16.7,16.85,16.81,10690.0,43.0,179705.0,9453.0,88.43,0.3,0.0
2019-11-25,16.6,17.05,16.6,16.8,16.85,9806.0,62.0,165191.0,7984.0,81.42,0.45,0.2
2019-11-22,16.3,17.2,16.3,17.05,16.77,58749.0,112.0,985001.0,51106.0,86.99,0.9,0.75
2019-11-21,16.5,17.4,16.5,16.85,16.99,16593.0,81.0,281886.0,14165.0,85.37,0.9,0.35
2019-11-20,16.8,17.35,16.8,17.05,17.12,8463.0,72.0,144867.0,6472.0,76.47,0.55,0.25
2019-11-19,17.1,17.5,17.05,17.05,17.23,27207.0,79.0,468884.0,23558.0,86.59,0.45,-0.05
2019-11-18,16.95,17.45,16.95,17.35,17.32,31954.0,145.0,553329.0,31109.0,97.36,0.5,0.4
2019-11-15,17.15,17.15,16.5,16.5,16.64,8647.0,73.0,143914.0,7111.0,82.24,0.65,-0.65
2019-11-14,16.8,17.25,16.6,16.65,16.88,10379.0,64.0,175170.0,9804.0,94.46,0.65,-0.15
2019-11-13,17.0,17.85,16.6,17.1,17.32,40254.0,146.0,697040.0,28441.0,70.65,1.25,0.1
2019-11-11,17.0,17.3,16.65,16.7,16.86,7199.0,59.0,121374.0,6012.0,83.51,0.65,-0.3
2019-11-08,17.65,17.65,16.9,17.05,17.04,21514.0,89.0,366514.0,19838.0,92.21,0.75,-0.6
2019-11-07,17.5,18.0,17.1,17.45,17.46,22296.0,97.0,389376.0,18937.0,84.93,0.9,-0.05
2019-11-06,17.6,18.05,17.15,18.0,17.67,31691.0,125.0,560064.0,27779.0,87.66,0.9,0.4
2019-11-05,17.0,17.6,17.0,17.15,17.25,13512.0,71.0,233016.0,10024.0,74.19,0.6,0.15
2019-11-04,16.9,17.75,16.6,17.05,17.22,33662.0,92.0,579630.0,31321.0,93.05,1.15,0.15
2019-11-01,17.0,17.65,16.85,17.15,17.04,43263.0,104.0,737260.0,39137.0,90.46,0.8,0.15
2019-10-31,17.05,17.35,16.6,17.0,17.11,12354.0,66.0,211431.0,9378.0,75.91,0.75,-0.05
2019-10-30,17.1,18.0,17.0,17.1,17.36,32757.0,120.0,568620.0,25241.0,77.06,1.0,0.0
2019-10-29,18.1,18.15,17.0,17.15,17.27,18039.0,70.0,311511.0,13437.0,74.49,1.15,-0.95
2019-10-27,17.75,18.0,17.05,17.85,17.83,14125.0,82.0,251877.0,11981.0,84.82,0.95,0.1
2019-10-25,17.35,17.35,16.55,17.2,16.98,10306.0,67.0,175033.0,8251.0,80.06,0.8,-0.15
2019-10-24,17.05,17.35,16.8,17.2,17.17,11580.0,63.0,198830.0,10366.0,89.52,0.55,0.15
2019-10-23,18.15,18.15,17.0,17.1,17.19,19273.0,111.0,331304.0,16041.0,83.23,1.15,-1.05
2019-10-22,17.0,18.15,17.0,18.1,17.95,68437.0,240.0,1228742.0,52492.0,76.7,1.15,1.1
2019-10-18,15.25,16.5,15.25,16.5,16.1,28032.0,155.0,451285.0,21987.0,78.44,1.25,1.25
2019-10-17,15.25,15.35,14.8,15.0,15.0,20919.0,69.0,313815.0,19693.0,94.14,0.55,-0.25
2019-10-16,15.75,15.75,14.5,15.2,14.99,89291.0,172.0,1338831.0,84990.0,95.18,1.25,-0.55
2019-10-15,16.1,16.1,15.4,15.55,15.91,34411.0,67.0,547404.0,31460.0,91.42,0.7,-0.55
2019-10-14,16.0,16.0,15.4,15.9,15.81,17288.0,90.0,273310.0,12712.0,73.53,0.6,-0.1
2019-10-11,17.15,17.25,15.5,15.7,16.01,103746.0,264.0,1660634.0,92706.0,89.36,1.75,-1.45
2019-10-10,18.1,18.1,16.95,17.1,17.23,45909.0,127.0,791040.0,42171.0,91.86,1.15,-1.0
2019-10-09,17.6,18.25,17.5,18.1,17.94,59652.0,124.0,1070161.0,57388.0,96.2,0.75,0.5
2019-10-07,18.0,18.3,17.65,18.2,18.03,33617.0,122.0,606136.0,25626.0,76.23,0.65,0.2
2019-10-04,18.4,18.5,17.4,17.55,17.78,32646.0,249.0,580391.0,28433.0,87.09,1.1,-0.85
2019-10-03,17.5,18.2,17.0,17.95,17.71,31673.0,143.0,560777.0,25341.0,80.01,1.2,0.45
2019-10-01,18.0,18.7,17.55,17.7,17.9,18123.0,121.0,324382.0,15781.0,87.08,1.15,-0.3
2019-09-30,19.5,19.6,18.45,18.45,19.06,53185.0,162.0,1013473.0,46652.0,87.72,1.15,-1.05
2019-09-27,18.7,19.5,18.6,19.4,19.26,46167.0,196.0,889182.0,41696.0,90.32,0.9,0.7
2019-09-26,19.45,19.75,18.6,19.25,19.25,32589.0,218.0,627230.0,25178.0,77.26,1.15,-0.2
2019-09-25,19.45,19.45,18.5,19.2,19.36,84456.0,340.0,1635129.0,61477.0,72.79,0.95,-0.25
2019-09-24,18.45,18.55,18.1,18.55,18.52,27538.0,86.0,510098.0,27034.0,98.17,0.45,0.1
2019-09-23,17.5,17.7,17.5,17.7,17.67,30675.0,128.0,542026.0,30393.0,99.08,0.2,0.2
2019-09-20,17.1,17.3,16.55,16.9,17.0,34014.0,224.0,578304.0,27804.0,81.74,0.75,-0.2
2019-09-19,18.0,18.0,17.1,17.1,17.21,30636.0,157.0,527274.0,24192.0,78.97,0.9,-0.9
2019-09-18,19.3,19.3,17.7,17.95,18.09,20197.0,139.0,365327.0,15325.0,75.88,1.6,-1.35
2019-09-17,19.6,19.6,18.6,18.6,18.71,13374.0,155.0,250274.0,10535.0,78.77,1.0,-1.0
2019-09-16,19.0,19.45,18.3,19.35,19.14,49196.0,255.0,941400.0,46064.0,93.63,1.15,0.35
2019-09-13,18.95,19.35,17.55,19.15,18.52,120521.0,499.0,2232015.0,101771.0,84.44,1.8,0.2
2019-09-12,17.75,17.75,17.75,17.75,17.75,47313.0,77.0,839805.0,47312.0,100.0,0.0,0.0
2019-09-11,16.15,16.15,16.15,16.15,16.15,47649.0,56.0,769531.0,47649.0,100.0,0.0,0.0
2019-09-09,17.4,17.4,14.1,14.7,15.01,245443.0,761.0,3683365.0,138943.0,56.61,3.3,-2.7
2019-09-06,17.5,17.85,16.75,17.4,17.37,39447.0,210.0,685334.0,32041.0,81.23,1.1,-0.1
2019-09-05,18.45,18.45,16.95,18.4,17.95,13145.0,102.0,235903.0,10402.0,79.13,1.5,-0.05
2019-09-04,19.25,19.25,16.0,17.75,17.21,107425.0,320.0,1849169.0,78403.0,72.98,3.25,-1.5
2019-09-03,23.0,23.0,18.2,18.25,19.29,257789.0,797.0,4971840.0,169179.0,65.63,4.8,-4.75
2019-08-30,22.0,23.45,21.4,22.75,22.44,102328.0,258.0,2296061.0,83454.0,81.56,2.05,0.75
2019-08-29,21.25,21.5,20.95,21.45,21.26,19043.0,64.0,404924.0,16785.0,88.14,0.55,0.2
2019-08-28,21.0,21.95,20.8,21.6,21.58,56073.0,138.0,1209794.0,48351.0,86.23,1.15,0.6
2019-08-27,20.5,21.2,20.0,21.05,20.92,57669.0,126.0,1206658.0,49810.0,86.37,1.2,0.55
2019-08-26,21.1,21.1,20.15,20.5,20.69,60857.0,132.0,1259383.0,52867.0,86.87,0.95,-0.6
2019-08-23,20.5,21.0,18.1,20.9,20.18,32783.0,139.0,661724.0,24153.0,73.68,2.9,0.4
2019-08-22,20.8,21.2,20.55,20.65,20.91,26780.0,73.0,560041.0,26479.0,98.88,0.65,-0.15
2019-08-21,21.4,21.55,20.6,20.95,20.91,53534.0,134.0,1119473.0,47475.0,88.68,0.95,-0.45
2019-08-20,21.15,21.75,21.0,21.4,21.37,25017.0,121.0,534655.0,16905.0,67.57,0.75,0.25
2019-08-19,23.15,23.15,21.0,21.2,21.74,50071.0,218.0,1088385.0,34262.0,68.43,2.15,-1.95
2019-08-16,22.3,22.9,21.8,22.8,22.42,61977.0,136.0,1389286.0,53191.0,85.82,1.1,0.5
2019-08-14,21.2,22.6,21.2,22.1,22.06,40216.0,148.0,887215.0,33466.0,83.22,1.4,0.9
2019-08-13,21.15,22.6,21.15,21.45,21.9,48071.0,162.0,1052557.0,39607.0,82.39,1.45,0.3
2019-08-09,21.65,22.15,21.4,21.5,21.71,12423.0,52.0,269676.0,10339.0,83.22,0.75,-0.15
2019-08-08,21.8,22.2,21.3,21.6,21.48,43869.0,117.0,942208.0,32354.0,73.75,0.9,-0.2
2019-08-07,22.25,22.45,21.55,21.6,21.78,16438.0,67.0,358038.0,14701.0,89.43,0.9,-0.65
2019-08-06,22.3,22.5,22.05,22.05,22.22,19143.0,71.0,425286.0,18343.0,95.82,0.45,-0.25
2019-08-05,21.9,22.45,21.65,21.7,21.98,22071.0,71.0,485177.0,21477.0,97.31,0.8,-0.2
2019-08-02,21.05,22.0,21.05,21.8,21.42,22792.0,98.0,488314.0,21027.0,92.26,0.95,0.75
2019-08-01,21.4,21.8,21.0,21.0,21.19,23908.0,116.0,506499.0,19295.0,80.71,0.8,-0.4
2019-07-31,21.35,21.8,20.6,21.05,21.0,25085.0,111.0,526725.0,18316.0,73.02,1.2,-0.3
2019-07-30,23.0,23.0,20.6,21.1,21.54,36352.0,119.0,782860.0,30974.0,85.21,2.4,-1.9
2019-07-29,23.4,24.0,22.8,22.9,23.1,41538.0,127.0,959332.0,36809.0,88.62,1.2,-0.5
2019-07-26,21.3,23.9,21.1,23.4,21.94,313733.0,390.0,6882571.0,302505.0,96.42,2.8,2.1
2019-07-25,21.4,21.4,21.0,21.3,21.2,11136.0,52.0,236104.0,10630.0,95.46,0.4,-0.1
2019-07-24,20.7,21.7,20.7,21.0,21.21,22574.0,101.0,478711.0,19214.0,85.12,1.0,0.3
2019-07-23,20.85,21.5,20.8,20.95,21.03,16936.0,67.0,356146.0,14996.0,88.55,0.7,0.1
2019-07-22,21.0,21.6,20.7,20.9,20.91,19763.0,105.0,413301.0,15767.0,79.78,0.9,-0.1
2019-07-19,22.0,22.3,20.8,21.25,21.54,50319.0,162.0,1083701.0,36410.0,72.36,1.5,-0.75
2019-07-18,21.6,22.95,21.6,21.7,22.29,60649.0,138.0,1351652.0,47548.0,78.4,1.35,0.1
2019-07-17,22.1,22.65,21.55,22.35,22.04,58776.0,155.0,1295310.0,35215.0,59.91,1.1,0.25
2019-07-16,21.6,22.9,21.6,22.05,21.99,60271.0,149.0,1325312.0,47925.0,79.52,1.3,0.45
2019-07-15,22.1,22.95,21.95,22.5,22.4,4695.0,27.0,105163.0,4390.0,93.5,1.0,0.4
